Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
86,Magikarp,,129,♀,39,37,0,7,15,48.9,8.0,8.0,,,,"2023-06-21 7:52 am","2023-06-21 7:52 am",9/6/2023,,,0,1,0,961,84.86%,621,96.50%,27490,445,Gyarados,Normal,1,99.71%,13,98.98%,113534,532,Gyarados,Normal,1,19.37%,3303,60.64%,616338,378,Magikarp,,1,
87,Shinx,,403,♀,180,53,5,14,14,73.3,8.0,8.0,,,,"2023-06-21 7:50 am","2023-06-21 7:50 am",22/5/2023,,,0,1,0,961,98.10%,79,98.12%,40330,185,Luxray,,1,98.34%,69,98.69%,185538,329,Luxray,,1,85.10%,611,95.10%,55931,76,Shinx,,1,
88,Tentacool,,72,♀,229,49,14,15,11,88.9,8.0,8.0,,,,"2023-06-20 11:25 am","2023-06-20 11:25 am",12/6/2023,,,0,0,0,800,61.42%,1581,95.55%,49600,102,Tentacruel,,0,57.41%,1745,95.23%,339600,340,Tentacruel,,0,38.78%,2508,90.93%,24800,30,Tentacool,,0,
89,Tapu Fini,,788,,1985,122,11,15,12,84.4,25.0,25.0,,,,"2023-06-20 11:24 am","2023-06-20 11:24 am",11/5/2023,,,0,0,0,4000,,,,,,,,,47.50%,2151,96.00%,72000,64,Tapu Fini,,0,,,,,,,,,
90,Ninetales,Alola,38,♀,1291,114,12,14,14,88.9,20.0,20.0,,,,"2023-06-20 11:15 am","2023-06-20 11:15 am",25/5/2023,,,0,0,0,2500,59.32%,1667,95.37%,17000,16,Ninetales,Alola,0,97.31%,111,98.05%,417000,248,Ninetales,Alola,0,,,,,,,,,
91,Walrein,,365,♂,1490,155,0,12,12,53.3,21.0,21.0,Frost Breath,Icicle Spear,Earthquake,"2023-06-20 10:50 am","2023-06-20 10:50 am",9/5/2023,,,0,0,0,400,98.61%,58,98.73%,0,0,Walrein,,0,99.78%,10,99.27%,230000,244,Walrein,,0,,,,,,,,,
92,Talonflame,,663,♂,1226,119,12,12,14,84.4,20.0,20.0,,,,"2023-06-20 10:49 am","2023-06-20 10:49 am",7/5/2023,,,0,0,0,0,21.76%,3205,93.69%,24000,22,Talonflame,,0,97.88%,88,96.69%,475000,248,Talonflame,,0,,,,,,,,,
93,Bonsly,,438,♀,744,90,15,15,15,100.0,20.0,20.0,Rock Throw,Earthquake,,"2023-06-20 10:44 am","2023-06-20 10:44 am",17/5/2023,,,0,0,0,2500,23.76%,3123,93.55%,24000,72,Sudowoodo,,0,100.00%,1,100%,475000,298,Sudowoodo,,0,,,,,,,,,
94,Machoke,,67,♂,1114,118,12,13,8,73.3,20.0,20.0,,,,"2023-06-20 10:17 am","2023-06-20 10:17 am",25/5/2023,34.45kg,1.15m,0,0,0,2500,31.55%,2804,94.08%,43000,38,Machoke,,0,43.88%,2299,95.58%,70000,162,Machamp,,0,,,,,,,,,
95,Machop,,66,♂,706,108,12,15,10,82.2,20.0,20.0,,,,"2023-06-20 10:17 am","2023-06-20 10:17 am",2/6/2023,,,0,0,0,2500,74.26%,1055,96.15%,43000,63,Machoke,,0,46.03%,2211,95.67%,65000,183,Machamp,,0,,,,,,,,,
96,Whismur,,293,♀,525,127,4,15,10,64.4,32.0,32.0,,,,"2023-06-17 5:27 pm","2023-06-17 5:27 pm",7/5/2023,,,0,0,0,6000,83.49%,677,90.02%,378000,174,Loudred,,0,97.90%,87,98.54%,378000,224,Exploud,,0,,,,,,,,,
97,Charmander,,4,♂,747,91,14,15,14,95.6,27.0,27.0,,,,"2023-06-17 5:13 pm","2023-06-17 5:13 pm",17/6/2023,,,0,0,0,4500,60.15%,1633,95.57%,76000,97,Charmeleon,,0,37.12%,2576,95.41%,33000,153,Charizard,Normal,0,,,,,,,,,
98,Machamp,,68,♀,1711,128,14,15,8,82.2,20.0,20.0,,,,"2023-06-16 8:49 pm","2023-06-16 8:49 pm",15/6/2023,,,0,0,0,2500,,,,,,,,,34.29%,2692,95.21%,65000,58,Machamp,,0,,,,,,,,,
99,Psyduck,,54,♂,218,54,1,14,9,53.3,8.0,8.0,,,,"2023-06-16 12:11 am","2023-04-06 8:41 pm",6/4/2023,,,0,1,0,961,84.08%,653,96.86%,66734,138,Golduck,,1,95.60%,181,98.71%,563538,428,Golduck,,1,98.46%,64,97.93%,35050,54,Psyduck,,1,
100,Psyduck,,54,♂,234,55,9,15,10,75.6,8.0,8.0,,,,"2023-06-16 12:10 am","2023-06-11 2:20 pm",22/5/2023,,,0,1,0,961,59.37%,1665,95.53%,59532,130,Golduck,,1,93.77%,256,94.69%,316338,428,Golduck,,1,53.04%,1924,92.96%,27490,45,Psyduck,,1,
101,Scrafty,,560,♂,1279,103,14,15,10,86.7,20.0,20.0,,,,"2023-06-16 12:08 am","2023-06-16 12:08 am",30/5/2023,,,0,0,0,2500,9.55%,3705,92.51%,17000,16,Scrafty,,0,96.97%,125,98.27%,445000,248,Scrafty,,0,,,,,,,,,
102,Geodude,Normal,74,♂,738,81,4,15,10,64.4,22.0,22.0,Rock Throw,Dig,,"2023-06-15 8:43 am","2023-06-15 8:43 am",15/6/2023,,,0,0,0,3000,74.07%,1063,96.20%,59000,77,Graveler,Normal,0,91.23%,360,97.81%,98000,213,Golem,Normal,0,,,,,,,,,
103,Swampert,Normal,260,♂,2352,168,14,14,13,91.1,28.0,28.0,Water Gun,Muddy Water,Earthquake,"2023-06-15 6:43 am","2023-06-15 6:43 am",15/6/2023,,,0,0,0,4500,,,,,,,,,28.99%,2909,95.29%,14000,12,Swampert,Normal,0,,,,,,,,,
104,Meditite,,307,♀,388,69,15,11,14,88.9,20.0,20.0,,,,"2023-06-15 4:39 am","2023-03-20 8:43 pm",16/3/2023,,,0,0,0,2500,81.15%,773,95.68%,337000,298,Medicham,Normal,0,99.27%,31,97.60%,475000,298,Medicham,Normal,0,26.94%,2993,89.20%,35000,31,Meditite,,0,
105,Medicham,Normal,308,♂,1212,123,12,15,13,88.9,31.0,31.0,,,,"2023-06-15 4:39 am","2023-06-15 4:39 am",4/1/2023,,,0,0,0,6000,93.24%,278,97.05%,278000,174,Medicham,Normal,0,98.85%,48,97.11%,390000,174,Medicham,Normal,0,,,,,,,,,
106,Excadrill,,530,♂,1496,141,2,15,14,68.9,17.0,17.0,Mud Shot,Drill Run,,"2023-06-15 4:13 am","2023-06-15 4:13 am",23/4/2023,,,0,0,0,2200,100.00%,1,100%,0,0,Excadrill,,0,89.67%,424,97.39%,69800,62,Excadrill,,0,,,,,,,,,
107,Clefable,,36,♂,1500,144,11,15,15,91.1,22.0,22.0,Charm,Moonblast,Meteor Mash,"2023-06-15 4:11 am","2023-03-20 8:37 pm",17/1/2023,,,0,0,0,3000,89.91%,414,97.16%,0,0,Clefable,,0,,,,,,,,,,,,,,,,,G
108,Mudkip,,258,♂,837,107,4,11,12,60.0,29.0,29.0,,,,"2023-06-15 3:59 am","2023-06-15 3:59 am",13/6/2023,,,0,0,0,5000,92.48%,309,97.59%,65000,89,Marshtomp,,0,74.02%,1065,97.07%,38000,159,Swampert,Normal,0,,,,,,,,,
109,Mudkip,,258,♂,712,99,5,13,15,73.3,24.0,24.0,,,,"2023-06-13 3:22 pm","2023-06-13 3:22 pm",13/6/2023,,,0,0,0,3500,94.87%,211,97.95%,85000,101,Marshtomp,,0,83.76%,666,97.55%,67000,183,Swampert,Normal,0,,,,,,,,,
110,Gyarados,Normal,130,♂,1930,137,14,15,15,97.8,20.0,20.0,,,,"2023-06-12 6:26 pm","2023-06-12 6:15 pm",12/6/2023,,,0,0,0,2500,,,,,,,,,30.65%,2841,94.54%,35000,31,Gyarados,Normal,0,,,,,,,,,
111,Bellsprout,,69,♀,579,89,14,14,13,91.1,20.0,20.0,,,,"2023-06-12 2:26 am","2023-05-22 11:04 am",22/5/2023,,,0,1,0,3000,67.94%,1314,95.55%,183608,217,Weepinbell,,1,66.79%,1361,96.21%,346808,437,Victreebel,,1,,,,,,,,,
112,Tyranitar,Normal,248,♂,1629,122,15,15,11,91.1,15.0,15.0,Smack Down,Stone Edge,,"2023-06-11 2:52 pm","2023-06-11 2:52 pm",21/1/2023,,,0,0,0,1900,,,,,,,,,82.08%,735,97.17%,38400,36,Tyranitar,Normal,0,,,,,,,,,
113,Marshtomp,,259,♂,522,78,8,15,6,64.4,11.0,11.0,Water Gun,Surf,,"2023-06-11 2:25 pm","2023-03-25 10:01 am",25/2/2023,19.85kg,0.6m,0,0,0,1300,83.64%,671,96.53%,25800,130,Swampert,Normal,0,62.20%,1549,96.59%,124000,216,Swampert,Normal,0,,,,,,,,,
114,Ninetales,Normal,38,♂,497,72,9,15,15,86.7,8.0,8.0,,,,"2023-06-11 2:22 pm","2023-06-11 2:22 pm",22/5/2023,,,0,1,0,961,72.28%,1136,95.91%,70934,92,Ninetales,Normal,1,97.92%,86,96.74%,316338,378,Ninetales,Normal,1,96.58%,141,97.00%,0,0,Ninetales,Normal,1,
115,Pinsir,Normal,127,♂,1241,91,11,14,14,86.7,15.0,15.0,,,,"2023-06-11 2:21 pm","2023-06-11 2:21 pm",1/5/2023,,,0,0,0,1900,87.99%,493,96.72%,12000,12,Pinsir,Normal,0,66.30%,1381,96.65%,96400,86,Pinsir,Normal,0,,,,,,,,,
116,Slowbro,Normal,80,♀,1437,140,5,14,13,71.1,21.0,21.0,Confusion,Surf,,"2023-06-11 2:18 pm","2023-04-17 5:53 am",11/2/2023,,,0,0,0,3000,63.03%,1515,95.38%,3000,3,Slowbro,Normal,0,84.47%,637,95.24%,220000,244,Slowbro,Normal,0,,,,,,,,,
117,Swampert,Normal,260,♂,1494,135,2,1,1,8.9,20.0,20.0,,,,"2023-06-11 2:16 pm","2023-06-11 2:16 pm",1/6/2023,,,0,0,0,2500,76.97%,944,96.12%,0,0,Swampert,Normal,0,39.27%,2488,95.71%,161000,160,Swampert,Normal,0,,,,,,,,,
118,Walrein,,365,♀,1469,152,6,12,13,68.9,20.0,20.0,,,,"2023-06-11 2:09 pm","2023-06-11 2:09 pm",28/1/2023,,,0,0,0,2500,55.31%,1831,95.24%,0,0,Walrein,,0,87.06%,531,97.51%,187000,194,Walrein,,0,,,,,,,,,
119,Wingull,,278,♂,91,37,6,12,9,60.0,5.0,5.0,,,,"2023-06-11 2:08 pm","2023-06-11 2:08 pm",10/6/2023,,,0,0,0,600,82.91%,701,96.35%,85600,136,Pelipper,,0,69.18%,1263,90.45%,517600,346,Pelipper,,0,80.39%,804,94.40%,77600,79,Wingull,,0,
120,Axew,,610,♂,767,88,4,15,15,75.6,21.0,21.0,,,,"2023-06-10 2:12 pm","2023-06-10 2:12 pm",10/6/2023,,,0,0,0,3000,98.85%,48,98.55%,22500,46,Fraxure,,0,95.68%,178,98.33%,26000,149,Haxorus,,0,,,,,,,,,
121,Staraptor,,398,♂,1492,123,1,13,9,51.1,20.0,20.0,Wing Attack,Close Combat,Brave Bird,"2023-06-10 5:09 am","2023-06-10 5:09 am",14/5/2023,,,0,0,0,2500,97.36%,109,98.04%,0,0,Staraptor,,0,99.32%,29,99.30%,169000,170,Staraptor,,0,,,,,,,,,
122,Sableye,,302,♂,616,77,13,14,12,86.7,15.0,15.0,,,,"2023-06-10 4:59 am","2023-06-10 4:59 am",3/6/2023,,,0,0,0,1900,61.71%,1569,93.93%,310400,268,Sableye,Normal,0,98.49%,63,96.52%,496400,268,Sableye,Normal,0,,,,,,,,,
123,Jellicent,,593,♀,972,123,11,13,14,84.4,15.0,15.0,,,,"2023-06-10 3:49 am","2023-03-20 8:41 pm",10/2/2023,,,0,0,0,1900,71.43%,1171,96.08%,38400,36,Jellicent,,0,96.53%,143,96.18%,246400,268,Jellicent,,0,,,,,,,,,
124,Jellicent,,593,♂,1314,140,14,14,11,86.7,20.0,20.0,,,,"2023-06-10 3:49 am","2023-03-20 8:41 pm",3/2/2023,,,0,0,0,2500,23.88%,3118,93.64%,14000,13,Jellicent,,0,86.35%,560,97.03%,376000,248,Jellicent,,0,,,,,,,,,
125,Frillish,,592,♀,525,82,13,14,13,88.9,15.0,15.0,,,,"2023-06-10 3:48 am","2023-03-20 8:39 pm",10/2/2023,,,0,0,0,1900,25.40%,3056,93.72%,35400,83,Jellicent,,0,85.74%,585,96.96%,397400,318,Jellicent,,0,,,,,,,,,
126,Frillish,,592,♀,817,106,4,15,13,71.1,25.0,25.0,,,,"2023-06-10 3:47 am","2023-06-10 3:47 am",10/6/2023,,,0,0,0,4000,83.42%,680,90.18%,444000,220,Frillish,,0,97.05%,122,98.31%,444000,270,Jellicent,,0,,,,,,,,,
127,Marill,,183,♀,262,112,13,14,11,84.4,21.0,21.0,,,,"2023-06-10 3:13 am","2023-03-20 8:43 pm",7/2/2023,,,0,0,0,3000,30.67%,2840,93.28%,173000,203,Azumarill,,0,98.05%,81,96.38%,470000,269,Azumarill,,0,,,,,,,,,
128,Tentacool,,72,♂,277,56,1,15,7,51.1,11.0,11.0,,,,"2023-06-09 7:53 pm","2023-06-09 7:53 pm",9/6/2023,,,0,0,0,1300,74.11%,1061,96.21%,53500,105,Tentacruel,,0,92.21%,320,97.38%,508000,334,Tentacruel,,0,84.40%,640,94.64%,30500,34,Tentacool,,0,
129,Scraggy,,559,♂,749,90,10,12,15,82.2,20.0,20.0,Feint Attack,Brick Break,,"2023-06-09 5:46 pm","2023-03-21 2:23 pm",9/3/2023,,,0,0,0,2500,,,,,,,,,99.71%,13,99.31%,475000,298,Scrafty,,0,,,,,,,,,U
130,Sneasel,Hisuian,215,♀,1140,93,12,15,11,84.4,20.0,20.0,,,,"2023-06-06 4:28 pm","2023-06-06 4:21 pm",31/5/2023,,,0,0,0,2500,44.49%,2274,94.66%,39000,34,Sneasel,Hisuian,0,61.25%,1588,96.07%,51500,146,Sneasler,,0,,,,,,,,,
131,Kingler,,99,♀,1099,80,2,5,9,35.6,15.0,15.0,,,,"2023-06-06 4:00 pm","2023-06-06 4:00 pm",6/2/2023,,,0,0,0,1900,35.97%,2623,94.60%,21400,20,Kingler,,0,73.97%,1067,96.92%,208400,214,Kingler,,0,,,,,,,,,
132,Bronzong,,437,,459,64,1,0,0,2.2,8.5,8.5,,,,"2023-06-05 9:32 pm","2023-03-20 8:36 pm",12/12/2022,,,0,0,0,800,67.16%,1346,95.80%,89300,87,Bronzong,,0,0.05%,4094,80.11%,512800,289,Bronzong,,0,54.87%,1849,92.47%,800,1,Bronzong,,0,
133,Aron,,304,♂,287,56,13,13,14,88.9,8.0,8.0,,,,"2023-06-05 9:25 pm","2023-06-05 9:25 pm",5/6/2023,,,0,1,0,800,76.04%,982,95.85%,93134,137,Lairon,,1,43.17%,2328,95.52%,130334,272,Aggron,Normal,1,54.82%,1851,93.18%,14887,27,Aron,,1,
134,Charmander,,4,♂,65,28,1,15,15,68.9,3.0,3.0,Ember,Flame Charge,,"2023-06-02 11:23 am","2023-06-02 11:23 am",2/6/2023,,,0,0,0,400,99.88%,6,99.86%,249200,295,Charmeleon,,0,98.36%,68,98.66%,167200,291,Charizard,Normal,0,99.98%,2,99.66%,44200,52,Charmander,,0,
135,Swampert,Normal,260,♂,1647,142,12,10,13,77.8,20.0,20.0,Water Gun,Earthquake,,"2023-06-01 6:00 pm","2023-06-01 6:00 pm",1/6/2023,,,0,0,0,2500,,,,,,,,,44.05%,2292,95.89%,80000,70,Swampert,Normal,0,,,,,,,,,
136,Rayquaza,,384,,2783,151,13,13,10,80.0,26.0,26.0,Dragon Tail,Outrage,,"2023-06-01 5:57 pm","2023-06-01 5:57 pm",23/2/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
137,Greninja,,658,,2482,145,15,14,13,93.3,36.0,36.0,Bubble,Hydro Pump,Night Slash,"2023-06-01 3:23 pm","2023-06-01 3:23 pm",21/1/2023,,,0,0,0,8000,,,,,,,,,46.06%,2210,96.00%,0,0,Greninja,,0,,,,,,,,,
138,Groudon,Normal,383,,3200,154,10,12,13,77.8,28.0,28.0,Mud Shot,Precipice Blades,,"2023-06-01 3:22 pm","2023-06-01 3:22 pm",25/2/2023,,,0,0,0,4500,,,,,,,,,,,,,,,,,,,,,,,,,
139,Crobat,,169,♂,2139,151,13,12,12,82.2,29.0,29.0,,,,"2023-06-01 1:08 pm","2023-06-01 1:08 pm",22/5/2023,,,0,0,0,5000,,,,,,,,,34.95%,2665,95.28%,113000,124,Crobat,,0,,,,,,,,,
140,Porygon2,,233,,2193,153,11,13,15,86.7,29.0,29.0,Lock-On,Tri Attack,,"2023-06-01 1:06 pm","2023-03-23 4:55 pm",21/2/2023,,,0,0,0,5000,,,,,,,,,73.55%,1084,97.05%,88000,92,Porygon2,,0,,,,,,,,,
141,Regigigas,,486,,2420,140,10,11,15,80.0,20.0,20.0,Hidden Power,Focus Blast,,"2023-06-01 1:05 pm","2023-06-01 1:05 pm",28/5/2023,,,0,0,0,2500,,,,,,,,,78.27%,891,97.10%,2500,2,Regigigas,,0,,,,,,,,,
142,Mewtwo,Normal,150,,2854,152,9,6,14,64.4,25.0,25.0,Confusion,Psychic,,"2023-06-01 1:03 pm","2023-06-01 1:03 pm",28/5/2023,,,0,1,0,4800,,,,,,,,,,,,,,,,,,,,,,,,,
143,Mewtwo,Normal,150,,2873,152,7,11,14,71.1,25.0,25.0,Confusion,Psychic,,"2023-06-01 1:03 pm","2023-06-01 1:03 pm",28/5/2023,,,0,1,0,4800,,,,,,,,,,,,,,,,,,,,,,,,,
144,Regigigas,,486,,2464,140,14,14,14,93.3,20.0,20.0,Zen Headbutt,Focus Blast,,"2023-05-31 7:46 pm","2023-05-31 7:46 pm",31/5/2023,,,0,0,0,400,,,,,,,,,50.43%,2031,95.94%,0,0,Regigigas,,0,,,,,,,,,
145,Regigigas,,486,,2442,140,12,13,14,86.7,20.0,20.0,Hidden Power,Focus Blast,,"2023-05-31 6:36 pm","2023-05-31 6:36 pm",31/5/2023,,,0,0,0,2500,,,,,,,,,24.52%,3092,94.88%,0,0,Regigigas,,0,,,,,,,,,
146,Altaria,Normal,334,♀,1139,116,15,14,14,95.6,20.0,20.0,,,,"2023-05-31 1:01 pm","2023-05-31 1:01 pm",31/5/2023,,,0,0,0,2200,21.20%,3228,92.86%,39000,34,Altaria,Normal,0,99.85%,7,98.93%,475000,248,Altaria,Normal,0,,,,,,,,,
147,Raichu,Normal,26,♀,907,87,10,14,14,84.4,15.0,15.0,,,,"2023-05-31 12:52 pm","2023-05-31 12:52 pm",31/5/2023,,,0,0,0,1900,65.13%,1429,95.09%,48900,45,Raichu,Normal,0,97.97%,84,96.28%,246400,268,Raichu,Normal,0,,,,,,,,,
148,Skarmory,,227,♂,1488,117,6,12,6,53.3,27.0,27.0,,,,"2023-05-30 8:38 pm","2023-05-30 8:38 pm",6/4/2023,,,0,0,0,4500,68.01%,1311,95.97%,0,0,Skarmory,,0,51.16%,2001,88.64%,178000,206,Skarmory,,0,,,,,,,,,
149,Stunfisk,Galarian,618,♀,1482,168,10,13,13,80.0,25.0,25.0,Mud Shot,Earthquake,Rock Slide,"2023-05-29 11:09 am","2023-05-29 11:09 am",26/3/2023,,,0,0,0,4000,45.91%,2216,94.50%,0,0,Stunfisk,Galarian,0,93.58%,264,94.86%,194000,220,Stunfisk,Galarian,0,,,,,,,,,
150,Altaria,Normal,334,♀,1489,137,1,14,10,55.6,29.0,29.0,Dragon Breath,Dazzling Gleam,Sky Attack,"2023-05-21 7:41 pm","2023-05-21 7:41 pm",30/4/2023,,,0,0,0,1600,96.73%,135,97.85%,0,0,Altaria,Normal,0,,,,,,,,,,,,,,,,,G
151,Braixen,,654,♂,1159,107,10,15,15,88.9,23.0,23.0,,,,"2023-05-21 2:35 pm","2023-05-21 2:35 pm",21/5/2023,,,0,0,0,3500,65.05%,1432,95.96%,53000,46,Braixen,,0,83.05%,695,97.53%,48000,142,Delphox,,0,,,,,,,,,
152,Fennekin,,653,♀,70,26,11,15,1,60.0,3.0,3.0,,,,"2023-05-21 2:34 pm","2023-05-21 2:34 pm",21/5/2023,,,0,0,0,400,66.35%,1379,95.63%,34800,169,Delphox,,0,36.19%,2614,95.56%,119200,243,Delphox,,0,52.92%,1929,92.70%,37000,46,Fennekin,,0,
153,Braixen,,654,♂,772,85,15,15,13,95.6,15.0,15.0,,,,"2023-05-21 2:33 pm","2023-05-21 2:33 pm",21/5/2023,,,0,0,0,1900,51.79%,1975,95.33%,86400,78,Braixen,,0,40.83%,2424,95.76%,81900,174,Delphox,,0,,,,,,,,,
154,Braixen,,654,♂,1379,120,1,13,15,64.4,29.0,29.0,Scratch,Psyshock,,"2023-05-21 2:33 pm","2023-05-21 2:33 pm",21/5/2023,,,0,0,0,5000,99.41%,25,99.20%,44000,40,Braixen,,0,98.46%,64,99.02%,15000,112,Delphox,,0,,,,,,,,,
155,Lugia,,249,,2481,161,15,15,14,97.8,23.5,23.5,Extrasensory,Sky Attack,,"2023-05-21 1:52 pm","2023-04-17 1:36 am",28/3/2023,,,0,0,0,3500,,,,,,,,,47.72%,2142,95.47%,0,0,Lugia,,0,,,,,,,,,
156,Grimer,Alola,88,♂,742,121,10,11,14,77.8,20.0,20.0,,,,"2023-05-21 1:44 pm","2023-05-07 7:59 pm",29/1/2023,,,0,0,0,2500,91.75%,339,96.19%,475000,248,Grimer,Alola,0,48.40%,2114,95.95%,145000,190,Muk,Alola,0,,,,,,,,,
157,Hippowdon,,450,♂,681,94,14,10,13,82.2,8.0,8.0,,,,"2023-05-21 1:43 pm","2023-05-21 1:43 pm",13/3/2023,,,0,1,0,961,12.70%,3576,93.01%,29770,48,Hippowdon,,1,7.81%,3776,93.81%,118934,137,Hippowdon,,1,,,,,,,,,
158,Hitmontop,,237,♂,955,79,15,15,15,100.0,15.5,15.5,Rock Smash,Gyro Ball,,"2023-05-21 1:42 pm","2023-03-20 8:41 pm",5/3/2023,,,0,0,0,1900,36.87%,2586,94.11%,43500,40,Hitmontop,,0,100.00%,1,100%,494500,266,Hitmontop,,0,,,,,,,,,
159,Gallade,,475,♂,1092,84,9,13,7,64.4,13.0,13.0,,,,"2023-05-21 1:41 pm","2023-05-21 1:41 pm",29/4/2023,,,0,1,0,0,36.75%,2591,94.19%,19444,27,Gallade,,1,40.44%,2440,95.69%,117368,123,Gallade,,1,,,,,,,,,
160,Lapras,,131,♀,1445,172,10,12,11,73.3,20.0,20.0,,,,"2023-05-21 1:40 pm","2023-05-21 1:40 pm",11/4/2023,,,0,0,0,2500,52.94%,1928,95.51%,2500,2,Lapras,,0,50.82%,2015,95.87%,205000,218,Lapras,,0,,,,,,,,,
161,Lapras,,131,♀,1119,150,15,12,13,88.9,15.0,15.0,,,,"2023-05-21 1:40 pm","2023-05-21 1:40 pm",15/4/2023,,,0,0,0,1900,49.99%,2049,95.29%,21400,20,Lapras,,0,38.97%,2500,95.33%,190400,190,Lapras,,0,,,,,,,,,
162,Lucario,,448,♂,1494,109,11,13,11,77.8,20.0,20.0,Counter,Close Combat,,"2023-05-21 1:38 pm","2023-04-30 10:36 am",1/4/2023,,,0,0,0,2500,86.23%,565,96.84%,0,0,Lucario,,0,,,,,,,,,,,,,,,,,G
163,Mamoswine,,473,♀,2489,181,1,11,15,60.0,28.0,28.0,Mud-Slap,Bulldoze,,"2023-05-21 1:37 pm","2023-04-30 8:08 am",29/4/2023,,,0,0,0,4500,,,,,,,,,98.49%,63,98.45%,0,0,Mamoswine,,0,,,,,,,,,
164,Mamoswine,,473,♀,1597,144,0,13,13,57.8,18.0,18.0,Mud-Slap,Ancient Power,,"2023-05-21 1:36 pm","2023-04-29 2:46 pm",29/4/2023,,,0,0,0,2200,,,,,,,,,99.22%,33,98.76%,65400,58,Mamoswine,,0,,,,,,,,,U
165,Mamoswine,,473,♂,2482,180,4,12,15,68.9,27.5,27.5,Powder Snow,Ancient Power,,"2023-05-21 1:35 pm","2023-04-29 4:43 pm",29/4/2023,,,0,0,0,4500,,,,,,,,,95.92%,168,97.94%,0,0,Mamoswine,,0,,,,,,,,,
166,Mantyke,,458,♂,700,82,15,15,10,88.9,20.0,20.0,,,,"2023-05-21 1:35 pm","2023-05-21 1:35 pm",30/3/2023,,,0,0,0,2500,23.66%,3127,93.61%,31000,78,Mantine,,0,98.78%,51,97.32%,475000,298,Mantine,,0,,,,,,,,,
167,Muk,Alola,89,♂,1155,128,11,14,15,88.9,15.0,15.0,Poison Jab,Dark Pulse,,"2023-05-21 1:32 pm","2023-04-30 10:24 am",12/3/2023,,,0,0,0,1900,28.57%,2926,94.25%,16400,16,Muk,Alola,0,62.12%,1552,96.51%,151400,142,Muk,Alola,0,,,,,,,,,
168,Munchlax,,446,♂,1032,178,10,13,12,77.8,20.0,20.0,,,,"2023-05-21 1:32 pm","2023-04-18 9:36 pm",11/4/2023,,,0,0,0,2500,68.18%,1304,96.02%,65000,58,Munchlax,,0,72.82%,1114,96.85%,56000,100,Snorlax,,0,,,,,,,,,
169,Nidoqueen,,31,♀,1403,132,14,13,14,91.1,20.0,20.0,,,,"2023-05-21 1:30 pm","2023-05-21 1:30 pm",13/4/2023,,,0,0,0,2500,27.67%,2963,93.88%,5000,4,Nidoqueen,,0,37.58%,2557,95.20%,245000,248,Nidoqueen,,0,,,,,,,,,
170,Nidoqueen,,31,♀,1356,132,7,13,15,77.8,20.0,20.0,,,,"2023-05-21 1:30 pm","2023-05-21 1:30 pm",17/4/2023,,,0,0,0,2500,93.43%,270,97.61%,11000,10,Nidoqueen,,0,84.64%,630,97.43%,313000,248,Nidoqueen,,0,,,,,,,,,
171,Nidoking,,34,♂,1484,126,7,15,15,82.2,21.0,21.0,,,,"2023-05-21 1:29 pm","2023-05-21 1:29 pm",13/2/2023,,,0,0,0,3000,91.94%,331,97.00%,0,0,Nidoking,,0,,,,,,,,,,,,,,,,,G
172,Persian,Alola,53,♂,747,91,15,11,14,88.9,15.0,15.0,,,,"2023-05-21 1:27 pm","2023-03-28 11:06 am",21/3/2023,,,0,0,0,1900,34.77%,2672,94.16%,96400,86,Persian,Alola,0,98.56%,60,96.70%,496400,268,Persian,Alola,0,,,,,,,,,
173,Snover,,459,♂,631,99,10,15,12,82.2,20.0,20.0,,,,"2023-05-21 1:22 pm","2023-03-31 4:41 am",25/2/2023,,,0,0,0,2500,32.53%,2764,94.24%,14000,63,Abomasnow,Normal,0,91.38%,354,97.48%,389000,298,Abomasnow,Normal,0,,,,,,,,,
174,Abomasnow,Normal,460,♀,1272,129,7,14,9,66.7,20.0,20.0,,,,"2023-05-21 1:21 pm","2023-04-30 10:07 am",29/12/2022,,,0,0,0,2500,86.01%,574,96.99%,20500,19,Abomasnow,Normal,0,93.46%,269,97.70%,445000,248,Abomasnow,Normal,0,,,,,,,,,
175,Swinub,,220,♂,227,66,13,15,14,93.3,11.0,11.0,,,,"2023-05-21 1:19 pm","2023-05-21 1:19 pm",20/2/2023,,,0,0,0,1300,68.99%,1271,95.89%,47000,74,Piloswine,,0,91.23%,360,97.41%,76000,199,Mamoswine,,0,55.41%,1827,92.34%,57000,58,Swinub,,0,
